ProtA	ProtB	ELMA	ELMB	Degree	Score	Fusion	Phylogenetic_profiling	Homology	Co-expression	Experiment	Database	Textmining	Neighborhood	STRING_Degree	Sim_CC	Sim_BP	Sim_MF	ClassLabel
Q07820	Q9H2K2	17	25	129	0.883	0	0	0	0	0.851	0	0.249	0	10	0.0878609430863	0.0818470781615	0.0151446123989	nob
P62993	Q9UQC2	15	24	970	0.989	0	0	0	0.052	0.529	0.9	0.799	0	10	0.0723703227921	0.208234049197	0.363218091357	nob
P11940	Q9BPZ3	29	14	285	0.966	0	0	0	0	0.866	0	0.759	0	10	0.268601549762	0.0659936609415	0.0151446123989	nob
P49687	P52891	25	21	145	0.999	0	0	0	0.145	0.992	0.9	0.931	0	10	0.377721041489	0.834681815052	0.0640990230188	ob
P0A8Q6	P0ABT2	21	23	9	0.991	0	0	0	0.06	0.991	0	0.087	0	14	0	0	0.102886619617	ob
P09619	P27986	26	13	432	0.992	0	0	0	0	0.901	0.9	0.283	0	10	0.367415062641	0.140336661817	0.301505855981	nob
P04637	Q8WTS6	23	7	1153	0.979	0	0	0	0.054	0.378	0.9	0.684	0	10	0.365604975516	0.260193977086	0.573558748863	nob
P32585	P34162	20	24	173	0.999	0	0	0	0.073	0.972	0.9	0.922	0	10	0.801375333736	0.696144284407	1.0	ob
O43791	O75367	22	21	146	0.642	0	0	0	0.053	0.422	0	0.397	0	10	0	0.391116504701	0.242362391951	nob
P0CX51	P26783	35	27	92	0.999	0	0	0	0.998	0.996	0.949	0.38	0.321	10	0	0	0	ob
O75792	Q5TBB1	15	11	80	0.999	0	0	0	0.289	0.774	0.9	0.945	0	10	0.547639390337	0.886634076156	0	ob
P57740	Q8WUM0	30	31	172	0.999	0	0	0	0.589	0.994	0.9	0.962	0	10	0.657031716044	0.762395989022	0.843432332036	ob
P52655	P52657	17	22	72	0.999	0	0	0	0.053	0.981	0.9	0.814	0	10	0.237606568467	0.886634076156	1.0	nob
P40337	Q16665	13	17	700	0.998	0	0	0	0	0.696	0.9	0.945	0	10	0.863383423096	0.139730863604	0.376626742024	nob
P20333	Q12933	10	28	792	0.975	0	0	0	0	0.36	0.9	0.651	0	10	0	0.140336661817	1.0	nob
P29468	P45976	18	23	101	0.999	0	0	0	0.075	0.997	0.9	0.883	0	10	0.766417656107	0.734107633624	0.0640990230188	nob
P16860	P17342	17	10	19	0.942	0	0	0	0	0.666	0	0.835	0	10	0	0.230032500835	0.0151446123989	nob
P53843	P69771	18	19	73	0.996	0	0	0	0.083	0.97	0	0.89	0	10	0	0.479994329877	0.0640990230188	nob
P0A903	P0AC02	24	19	14	0.999	0	0.297	0	0.19	0.997	0.9	0.893	0	14	0	1.0	0.102886619617	ob
P32790	P43603	24	18	497	0.97	0	0	0	0.081	0.95	0	0.392	0	10	0	0	0.0640990230188	nob
P03950	P13489	19	13	57	0.986	0	0	0	0	0.866	0.72	0.656	0	10	0.483571426668	0.928474065605	0.0151446123989	nob
O15105	Q9HAU4	15	23	280	0.992	0	0	0	0.043	0.735	0.9	0.724	0	10	0.631484986937	0.194840744558	0.739051912608	nob
P31749	P49841	13	28	781	0.973	0	0	0	0.067	0.603	0.9	0.337824	0	10	0.561675593902	0.314429079925	0.4208439103	nob
Q96QT6	Q9UBU8	20	17	195	0.999	0	0	0	0.147	0.958	0.9	0.806	0	10	0.138360697503	0.762395989022	0.0151446123989	nob
P03989	P47974	31	25	10	0	0	0	0	0	0	0	0	0	5	-0.0	0	0.00868784136971	nob
P18509	P41586	14	14	27	0.993	0	0	0	0.074	0.36	0.9	0.896	0	10	0	0	0.0151446123989	nob
P07143	P08525	20	19	56	0.999	0	0	0	0.526	0.996	0.9	0.716	0	10	0	1.0	0	ob
P01106	P61244	19	22	816	0.981	0	0	0	0	0.778	0.9	0.20608	0	10	0.3638230621	0.247753286124	0.455547716042	ob
P63010	Q5SW96	18	25	173	0.953	0	0	0	0	0.325	0.9	0.372	0	10	0	0.140336661817	0.692420447286	nob
P62877	Q93034	16	15	614	0.996	0	0	0	0.055	0.755	0.9	0.849	0	10	0	0.815108141761	1.0	ob
Q8N488	Q99496	26	25	815	0.898	0	0	0	0.053	0.827	0	0.421	0	10	0.715513907237	0.614309457784	0.0151446123989	nob
O75164	Q16695	23	26	267	0.937	0	0	0	0.054	0.374	0.9	0.065	0	10	0.328698515619	0.176552540083	0.523996724343	nob
P13051	P15927	23	25	483	0.783	0	0	0	0.232	0.666	0	0.219	0	10	0.631484986937	0	0.641668466206	nob
P00163	P08067	22	33	47	0.999	0	0.468	0	0.261	0.996	0.959	0.951	0.321	10	1.0	1.0	0	ob
P16144	Q15149	24	16	199	0.995	0	0	0	0.053	0.851	0.9	0.741	0	10	0.841289222576	0.815108141761	0.0151446123989	ob
O14686	P61964	24	29	231	0.998	0	0	0	0.072	0.932	0.9	0.742	0	10	-0.0	0.773268152311	0.0151446123989	nob
P08067	P22289	33	23	36	0.998	0	0	0	0.926	0.8	0.9	0.398	0	10	0	1.0	0	ob
P02994	P32471	16	27	307	0.999	0	0	0	0.295	0.984	0.9	0.891	0	10	0.322161798641	0	-0.0	nob
P33322	Q6Q547	34	29	240	0.999	0	0	0	0.282	0.996	0	0.97	0	10	1.0	1.0	0.045529507062	nob
P38077	Q12165	20	28	73	0.999	0	0	0	0.987	0.993	0.959	0.809	0.321	10	1.0	0.94649366447	0.764183869011	ob
P22216	P34217	15	11	169	0.825	0	0	0	0.052	0.647	0	0.52	0	10	0	0.068652756564	0.0640990230188	nob
P01892	Q9NPA0	26	13	54	0	0	0	0	0	0	0	0	0	9	0	0.43185641251	0	nob
P10275	Q15596	15	26	421	0.999	0	0	0	0	0.997	0.9	0.778	0	10	0	0.307219941542	0.376626742024	nob
P22307	P50542	27	9	159	0.579	0	0	0	0.105	0.193	0	0.464	0	10	0.406760267677	0.660509984385	0.0151446123989	ob
P0A8Q3	P0AC47	15	24	7	0.999	0	0.741	0	0.824	0.988	0.9	0.818	0.877	13	0	1.0	1.0	ob
O15151	P04637	19	23	1194	0.999	0	0	0	0	0.934	0.9	0.862	0	10	0.3638230621	0.0818470781615	0.242362391951	nob
P43489	Q12933	9	28	676	0.507	0	0	0	0	0.386	0	0.23	0	10	0	0	0	nob
P00734	P01008	19	26	33	0.999	0	0	0	0.759	0.884	0.9	0.958	0.074	10	0	0.488607656592	0.0151446123989	ob
P08189	P08190	18	18	0	0.998	0	0.779	0	0.259	0.863	0	0.72	0.829	12	0	0	0	nob
Q86YP4	Q9UBB5	19	15	107	0.98	0	0	0	0.051	0.789	0.9	0.152	0	10	0.0157964442949	0.247753286124	0.0151446123989	ob
P02413	P0A7Q1	17	24	3	0.993	0	0	0	0.51	0.986	0.9	0.128	0	14	0	1.0	-0.0	ob
P61956	Q6VMQ6	14	22	325	0.537	0	0	0	0	0.134	0	0.488	0	10	0.175569445203	0.307219941542	0.0151446123989	nob
Q15233	Q8WXF1	15	6	237	0.971	0	0	0	0.055	0.969	0	0.039422	0	10	0	0.139730863604	0.241163816843	ob
P05317	P05319	17	22	207	0.999	0	0	0	0.996	0.966	0.9	0.915	0.321	10	0	0.612717700806	1.0	ob
P05317	P05318	17	22	188	0.999	0	0	0	0.986	0.966	0	0.917	0.321	10	0	0.612717700806	1.0	ob
P01308	P14735	20	20	103	0.969	0	0	0	0	0.873	0	0.766	0	10	0.663243755442	0.169016947297	0.750180418479	nob
Q96B26	Q9NQT4	24	19	234	0.999	0	0.5	0	0.269	0.988	0.9	0.921	0.309	10	0	0.701742217916	0.844290872737	ob
P36404	Q9Y2Y0	14	18	51	0.995	0	0	0	0	0.866	0.9	0.715	0	10	0	0.633123239439	0.0151446123989	ob
P40509	P53622	19	20	183	0.999	0	0	0	0.096	0.997	0.72	0.69	0	10	0	0	0.0640990230188	ob
P60763	Q13153	15	16	134	0.983	0	0	0	0.054	0.833	0.8	0.535	0	10	0.424837894813	0.373798490888	0.163146898342	nob
O00255	Q03164	16	17	184	0.791	0	0	0	0	0.67	0	0.392	0	10	0.243324516011	0.577504130782	0.653288933119	nob
Q99549	Q9Y6K1	15	16	134	0	0	0	0	0	0	0	0	0	10	0	0.456907819487	0.0151446123989	nob
P28702	Q15596	10	26	145	0.92	0	0	0	0	0.565	0.8	0.163	0	10	0	0.0818470781615	0.0151446123989	nob
P00729	P14306	15	11	58	0.996	0	0	0	0.255	0.972	0	0.864	0	10	0.141794547589	0.468017557515	0.045529507062	ob
O14544	P10721	21	22	179	0.97	0	0	0	0	0.411	0.9	0.531	0	10	0	0.195523913468	0.0151446123989	nob
P05318	P05319	22	22	97	0.999	0	0	0	0.998	0.971	0.8	0.932	0	10	0	0.612717700806	1.0	ob
Q13133	Q15596	13	26	136	0.626	0	0	0	0	0.565	0	0.176	0	10	0	0.111405900328	0.0151446123989	nob
P07359	P21333	18	10	353	0.984	0	0	0	0.053	0.622	0.9	0.625	0	10	0.505709671598	0.208234049197	0.0151446123989	nob
O15392	Q9NQS7	13	16	103	0.996	0	0	0	0.371	0.448	0.9	0.921	0	10	0	0.537983117819	0.0151446123989	ob
P04050	P16370	24	16	529	0.999	0	0	0	0.363	0.999	0.925	0.95	0.321	10	0	0.752991630302	1.0	ob
O75581	Q9BQB4	21	12	80	0.984	0	0	0	0	0.408	0.9	0.763	0	10	0.874224684661	-0.0	0.0151446123989	nob
P01903	Q05639	19	15	192	0	0	0	0	0	0	0	0	0	10	0.0157964442949	0.0659936609415	0.0151446123989	nob
P02309	P53686	26	19	699	0.558	0	0	0	0.912	0.101	0.9	0.529	0	11	0	0.135507232266	-0.0	nob
P36149	Q03337	16	19	60	0.999	0	0	0	0.131	0.997	0.9	0.938	0	10	0	1.0	1.0	ob
P46948	Q05636	24	23	94	0.999	0	0.306	0	0.364	0.997	0.9	0.951	0.321	10	1.0	0.752991630302	0.0640990230188	ob
P33298	P50086	28	15	183	0.999	0	0	0	0.101	0.997	0.9	0.934	0	10	0	0.860448043372	0.0640990230188	nob
P03989	P32241	31	6	31	0	0	0	0	0	0	0	0	0	9	0	0.194840744558	0.00868784136971	nob
P25043	P25451	11	16	91	0.999	0	0	0	0.982	0.997	0.958	0.294872	0	11	1.0	0.834681815052	0.0640990230188	ob
P04629	P29353	11	32	2197	0.995	0	0	0	0	0.854	0.9	0.742	0	10	0.411353430272	0.208234049197	0.0151446123989	nob
P36897	P62942	18	12	254	0.981	0	0	0	0.053	0.674	0.9	0.484	0	10	0.459799704059	0.140336661817	0.739051912608	nob
P53290	Q00582	25	29	81	0.999	0	0	0	0.111	0.997	0.936	0.314781	0	10	0.299527576538	0.916195854062	1.0	ob
O43617	Q86SZ2	15	15	57	0.999	0	0	0	0.101	0.997	0.9	0.924	0	10	0	0	0.0151446123989	ob
P17948	P49763	20	12	36	0.999	0	0	0	0	0.87	0.9	0.942	0	10	0	0	0.0151446123989	ob
O00560	P31431	24	18	508	0.945	0	0	0	0	0.36	0.9	0.216	0	10	0	0.196117765027	0.0151446123989	nob
P23724	P25043	20	11	91	0.999	0	0	0	0.985	0.997	0.958	0.394	0	12	1.0	0.834681815052	0	ob
Q13216	Q16531	25	22	331	0.995	0	0	0	0.05	0.911	0.9	0.5	0	10	0.520344755129	0.762395989022	0.37511728094	ob
Q13133	Q15788	13	27	179	0.974	0	0	0	0	0.709	0.9	0.206	0	10	0.289436271185	0.459103544489	0.0151446123989	nob
Q02724	Q12306	34	31	531	0.999	0	0	0	0.042	0.992	0.9	0.951	0	10	0.408086337994	0.195039871024	-0.0	nob
P53853	Q07794	16	24	50	0.998	0	0	0	0.096	0.972	0	0.953	0	10	0.59527457436	0.117508290539	-0.0	ob
P08559	P11177	17	24	134	0.999	0.562	0.527	0	0.818	0.986	0.941	0.932	0.309	10	0.920644611288	0.833921923416	0.809329518042	ob
O95931	Q99496	25	25	786	0.95	0	0	0	0	0.344	0.9	0.305	0	10	0	0.614309457784	0.0151446123989	nob
O75928	P63165	27	19	400	0.995	0	0	0	0	0.78	0.9	0.808	0	10	0.631484986937	0.627693452198	0.704954355191	nob
P38251	P40348	16	19	114	0.999	0	0.058422	0	0.978	0.997	0.958	0.254163	0	10	1.0	0.928779226847	1.0	ob
Q86VN1	Q96H20	19	11	108	0.999	0	0	0	0.099	0.997	0.9	0.971	0	10	0	0.886634076156	0.491428511797	ob
P61830	Q08465	26	24	960	0.869	0	0	0	0	0.665	0	0.624	0	10	0	0.195039871024	0.0640990230188	nob
P01892	P04229	26	20	16	0	0	0	0	0	0	0	0	0	0	0	0.212151665442	0.348240456358	nob
P48061	P61073	16	19	56	0.999	0	0	0	0	0.528	0.9	0.983	0	10	0.402344296661	0.196117765027	0.0151446123989	nob
P45983	Q9UQF2	24	20	242	0.992	0	0	0	0.054	0.445	0.9	0.879	0	10	0	0.0198939336995	0.242362391951	nob
P09130	P10026	16	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nob
P06609	P06611	18	9	1	0.999	0	0.662	0	0.057	0.928	0.964	0.601	0.699	14	1.0	1.0	0.909915285281	ob
P0A7N4	P61175	23	18	2	0.996	0	0	0	0.592	0.988	0.22	0.128	0	14	0	1.0	0.102886619617	ob
O96013	P60763	31	15	100	0.992	0	0	0	0.054	0.932	0.8	0.504	0	10	0	-0.0	0.163146898342	nob
P30307	P53350	26	15	401	0.997	0	0	0	0.537	0.412	0.9	0.918	0	10	0	0.111405900328	0.408940657615	nob
P09152	P11349	17	15	15	0.999	0	0.778	0	0.834	0.977	0.9	0.849	0.903	14	0	1.0	1.0	ob
P13382	P38121	16	21	84	0.999	0	0	0	0.983	0.997	0.9	0.835	0	10	0.337913517104	0.881867302852	1.0	ob
P04637	Q9NRG4	23	22	1147	0.977	0	0	0	0	0.388	0.9	0.66	0	10	0.074151828431	0.0659936609415	0.573558748863	nob
P17612	P61925	17	19	163	0.991	0	0	0	0.053	0.955	0.8	0.098	0	10	0.232721873661	0	0.856655903368	nob
P61244	Q05195	22	20	191	0.97	0	0	0	0.13	0.604	0.9	0.244	0	10	0.3638230621	0.129736483021	0.561384388228	ob
P00452	P68688	16	13	5	0.464	0	0	0	0.124	0	0.22	0.144	0.193	14	0	0	0	nob
P06865	P07686	19	16	72	0.98	0	0.019499	0	0.064	0.8	0.9	0.031154	0	10	0	0.720555999572	1.0	ob
P61964	Q8NEZ4	29	22	222	0.998	0	0	0	0.072	0.934	0.9	0.737	0	10	0	0.773268152311	0.744827441852	nob
P01583	Q99584	17	26	40	0.886	0	0	0	0	0.873	0	0.137	0	10	0.513608363664	0.175247560727	0.666335686461	ob
P06730	Q04637	15	16	201	0.999	0	0	0	0.091	0.969	0.9	0.981	0	10	0.455782252351	0.886634076156	0.719399617463	nob
P19793	Q15596	27	26	213	0.995	0	0	0	0	0.939	0.9	0.338	0	10	0	0.111405900328	0.73556810684	nob
P10276	Q15788	22	27	264	0.978	0	0	0	0	0.709	0.9	0.305	0	10	0.241033199521	0.459103544489	0.48877903331	nob
P0A8Q0	P0AC47	21	24	7	0.999	0	0.76	0	0.871	0.987	0.9	0.82	0.89	13	0	1.0	1.0	ob
P11142	P31948	17	9	786	0.962	0	0	0	0.343	0.745	0	0.792	0	10	0	0.230032500835	0.241163816843	nob
P07256	P07257	28	24	175	0.999	0	0	0	0.986	0.997	0.9	0.85	0	10	0	1.0	0.0640990230188	ob
O95149	Q14974	35	20	300	0.987	0	0	0	0.054	0.873	0.8	0.531	0	10	0	0.196117765027	0	nob
P00830	P07251	19	21	168	0.999	0	0.176623	0	0.986	0.997	0.959	0.30189	0.321	10	1.0	1.0	0.764183869011	ob
P22681	P43405	12	19	424	0.981	0	0	0	0.102	0.452	0.9	0.666	0	10	0	0.195523913468	0.374817941159	nob
P10145	P25024	15	19	24	0.998	0	0	0	0.086	0.866	0.9	0.915	0	10	0.583548672238	0	0.0151446123989	nob
Q99523	Q9UJY5	13	14	229	0.652	0	0	0	0.049	0.36	0	0.475	0	10	0	0.140336661817	0.242362391951	nob
A0A5B9	P01848	17	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ob
P11717	Q9UJY5	23	14	131	0.871	0	0	0	0.052	0.602	0.36	0.528	0	10	0	0.130298950951	0.0151446123989	nob
P22681	P43403	12	10	350	0.979	0	0	0	0.054	0.407	0.9	0.671	0	10	0	0.195523913468	0.0151446123989	nob
P04049	P63104	17	24	937	0.992	0	0	0	0.054	0.897	0.9	0.342	0	10	0	0.0818470781615	0.750180418479	nob
P06400	P20248	24	12	407	0.982	0	0	0	0.127	0.36	0.9	0.718	0	10	0.232721873661	0.656149447233	0.392143121384	nob
O75533	Q9Y3B4	11	20	278	0.999	0	0	0	0.066	0.998	0.9	0.547	0	10	0	0.672056272972	0.241163816843	nob
P07998	P13489	21	13	49	0.955	0	0	0	0	0.874	0	0.661	0	10	-0.0	0.196117765027	0.0151446123989	nob
P35222	Q9Y297	19	20	832	0.971	0	0	0	0.055	0.448	0.9	0.524	0	10	0.31040183307	0.194840744558	0.0151446123989	nob
P06367	P39938	22	17	99	0.999	0	0	0	0.994	0.923	0.9	0.41	0	10	0	0	0.045529507062	ob
P11717	Q9NZ52	23	13	92	0.866	0	0	0	0.094	0.602	0.36	0.487	0	10	0	0.31797638524	0.0151446123989	nob
P0ACD8	P69739	22	24	4	0.999	0	0.782	0	0.657	0.984	0.966	0.517	0.903	14	0	1.0	1.0	ob
P21243	P23639	20	16	156	0.999	0	0.065856	0	0.985	0.997	0.958	0.032548	0	11	1.0	0.834681815052	0.0640990230188	ob
P07834	P52286	14	22	201	0.999	0	0	0	0	0.997	0.958	0.976	0	10	1.0	0.717590747241	0.772824933826	ob
P01730	Q05397	21	26	247	0.87	0	0	0	0	0.854	0	0.143	0	10	0.349311813764	0.208234049197	0.408940657615	nob
P00734	Q96RI0	19	27	20	0.986	0	0	0	0	0.861	0.9	0.107	0	10	0.66290406095	0	0	nob
O00267	P63272	17	11	197	0.999	0	0	0	0.053	0.988	0.9	0.975	0	10	0.9138045368	1.0	1.0	ob
O14965	Q9ULW0	21	12	406	0.999	0	0	0	0.887	0.958	0.9	0.788	0	10	0.243478913372	0.584623512839	0.408940657615	nob
P38968	Q04491	24	16	171	0.999	0	0	0	0.203	0.988	0.9	0.977	0	10	0.0200760321818	0.817060630505	1.0	ob
P22303	Q9Y215	18	19	26	0.876	0	0	0	0.052	0.36	0	0.813	0	10	0	0.130298950951	0.0151446123989	ob
P58340	P62258	22	26	601	0	0	0	0	0	0	0	0	0	10	0.146607994144	0.0759928894186	0.0151446123989	nob
P33307	Q02821	8	33	373	0.989	0	0	0	0.236	0.911	0	0.851	0	10	0	0.154185107645	0.556243834691	ob
P78314	Q9H2K2	12	25	92	0.979	0	0	0	0	0.978	0	0.082	0	10	0	0	0.0151446123989	nob
Q9H251	Q9Y6N9	23	13	46	0.993	0	0	0	0	0.912	0	0.93	0	10	0	0	0.0151446123989	nob
P62805	Q12830	23	15	357	0.554	0	0	0	0.089	0.318	0	0.373	0	23	0.328698515619	0.424227060766	0.180282726243	nob
P08518	P20433	19	18	208	0.999	0	0	0	0	0.997	0.9	0.934	0	10	0	0.779949889452	1.0	ob
Q07817	Q9Y5Z4	23	15	132	0	0	0	0	0	0	0	0	0	10	0	0.250279501513	0.0151446123989	nob
P05750	P38011	30	17	230	0.999	0	0	0	0.987	0.946	0	0.134	0	10	0	0.736072782622	0.0640990230188	ob
Q9BRT9	Q9Y248	14	13	69	0.999	0	0	0	0.367	0.997	0.9	0.953	0	10	0	0	0.0151446123989	ob
P28241	P28834	28	23	99	0.999	0	0.043741	0	0.989	0.997	0.9	0.069305	0	10	1.0	1.0	1.0	ob
P08518	P16370	19	16	428	0.999	0	0	0	0.582	0.999	0.925	0.934	0.321	10	0	0.752991630302	1.0	ob
P00163	P08525	22	19	43	0.999	0	0	0	0	0.989	0.9	0.871	0	10	0	1.0	0	ob
Q15276	Q9NZ52	18	13	160	0.767	0	0	0	0.084	0.36	0	0.634	0	10	0	0.212151665442	0.0151446123989	nob
Q16531	Q8WV16	22	27	313	0.936	0	0	0	0.048	0.368	0.9	0.074	0	10	0	0.672056272972	0	nob
P02458	P13760	11	14	29	0	0	0	0	0	0	0	0	0	9	0	0.247753286124	0.301505855981	nob
P20366	P25103	14	14	54	0.998	0	0	0	0.053	0.36	0.9	0.976	0	10	0.108694464423	0	0.0151446123989	nob
P04229	P60174	20	21	99	0	0	0	0	0	0	0	0	0	9	0	0.196117765027	0.0151446123989	nob
P30153	P63151	20	8	409	0.998	0	0	0	0.221	0.943	0.9	0.706	0	10	0.0157964442949	0.743582207366	0.0151446123989	ob
O43521	Q07812	8	10	180	0.997	0	0	0	0	0.774	0.9	0.907	0	10	0.72004338354	0.856948131211	0.0151446123989	nob
P04911	P38850	22	20	241	0.792	0	0	0	0	0.689	0	0.357	0	10	0	0.0978945396826	0	nob
P21549	P50542	23	9	147	0.921	0	0	0	0.09	0.866	0	0.407	0	10	0.0878609430863	1.0	0.0151446123989	ob
P03989	Q01668	31	12	1	0	0	0	0	0	0	0	0	0	9	-0.0	0.208234049197	0.00868784136971	nob
Q92547	Q9BX63	28	22	99	0.968	0	0	0	0.168	0.38	0.9	0.457	0	10	0.0157964442949	0.0818470781615	0.0151446123989	nob
P10275	Q9Y6Q9	15	24	462	0.987	0	0	0	0	0.952	0	0.751	0	10	0.424837894813	0.459103544489	0.301505855981	nob
P22141	P30656	18	16	207	0.999	0	0	0	0.963	0.997	0.952	0.836	0	11	1.0	0.834681815052	0.0640990230188	ob
P04456	P0CX84	20	20	89	0.999	0	0	0	0.996	0.983	0.517	0.399	0.321	11	0	0.612717700806	0	ob
P25942	P29965	12	23	73	0.999	0	0	0	0	0.866	0.9	0.975	0	10	1.0	0.384088405278	0.0151446123989	nob
P11274	P55196	13	16	196	0.727	0	0	0	0	0.36	0	0.59	0	10	0	0.130298950951	0.0151446123989	nob
P63165	Q9UBT2	19	18	332	0.997	0	0	0	0.126	0.678	0.9	0.915	0	10	0.631484986937	0.886634076156	0.828731307011	nob
O14776	P53350	5	15	391	0	0	0	0	0	0	0	0	0	10	0.146607994144	0.111405900328	0.0151446123989	nob
P13232	P16871	19	20	100	0.999	0	0	0	0	0.866	0.9	0.962	0	10	0	0	0.0151446123989	ob
P11940	Q9H074	29	6	316	0.997	0	0	0	0.054	0.78	0.9	0.907	0	10	0	0	0.180282726243	nob
P01848	P01850	18	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ob
P0A780	P0A7R5	19	23	2	0.995	0	0	0	0	0.991	0	0.52	0	14	0	0.108938323259	0.102886619617	nob
P04049	P31947	17	19	589	0.945	0	0	0	0.054	0.45	0.9	0.082	0	10	0.397497620528	0.13189036997	0.750180418479	nob
P04050	P20435	24	13	334	0.999	0	0	0	0.085	0.999	0.9	0.933	0.042	10	0	0.752991630302	1.0	nob
P04050	P20436	24	21	321	0.999	0	0	0	0.047	0.999	0.9	0.87	0	10	0	0.752991630302	1.0	ob
P30479	Q13126	31	17	52	0	0	0	0	0	0	0	0	0	9	0	0	0	nob
P07766	Q8TE68	16	27	43	0	0	0	0	0	0	0	0	0	10	0	0.208234049197	0.0151446123989	nob
P63208	Q969H0	12	15	488	0.999	0	0	0	0	0.999	0.9	0.931	0	10	0.68996717813	0.659902228467	0.450928201055	ob
P04229	P04233	20	26	48	0	0	0	0	0	0	0	0	0	9	0	0.392517440875	0.698502972593	nob
P31947	Q9NPC2	19	22	359	0	0	0	0	0	0	0	0	0	10	0	0	0	nob
P05067	Q02410	6	9	2140	0.889	0	0	0	0.181	0.771	0	0.454	0	10	0	0.31797638524	0.0151446123989	nob
P25043	P30657	11	17	104	0.999	0	0	0	0.985	0.997	0.958	0.673	0	11	1.0	0.834681815052	0	ob
P43146	Q9HD67	19	11	87	0.986	0	0	0	0	0.863	0.9	0.079	0	10	0	0	0.0151446123989	nob
P0A7V3	P0AG59	11	23	4	0.999	0	0.307	0	0.98	0.988	0.22	0.128	0.628	14	1.0	1.0	0.534268781127	ob
O75376	P04150	16	26	393	0.973	0	0	0	0.105	0.936	0	0.573	0	10	0.134181705025	0.194840744558	0.430480827809	nob
P30657	P38624	17	19	100	0.999	0	0	0	0.955	0.997	0.952	0.394	0	12	1.0	0.834681815052	0	ob
Q9H2K2	Q9NWT6	25	23	131	0	0	0	0	0	0	0	0	0	10	0.186771728677	0.410740403099	0.163146898342	nob
P18754	P62826	25	15	281	0.999	0	0	0	0.204	0.973	0.9	0.793	0	10	0.057717216906	0.424227060766	1.0	nob
P00751	P01024	12	29	52	0.991	0	0	0	0.242	0.368	0.9	0.846	0	10	0	0.488607656592	0	ob
P01135	P14735	15	20	98	0	0	0	0	0	0	0	0	0	10	0.356544889851	0.384088405278	0.301505855981	nob
O43521	Q07820	8	17	159	0.999	0	0	0	0	0.963	0.9	0.899	0	10	0.285801501591	0.856948131211	0.0151446123989	nob
P07149	P19097	28	15	132	0.999	0.723	0	0	0.999	0.972	0.965	0.951	0.56	10	0	1.0	0.865978163822	ob
P20645	Q9NZ52	25	13	72	0.677	0	0	0	0.068	0.325	0	0.527	0	10	0	0.212151665442	0.0151446123989	nob
P26449	P41695	19	10	60	0.999	0	0	0	0.149	0.997	0.917	0.97	0	10	0	0.602277946706	0.0640990230188	nob
O43521	Q07817	8	23	209	0.999	0	0	0	0	0.984	0.9	0.917	0	10	0.626994779049	0.856948131211	0.0151446123989	nob
P49354	P49356	11	23	92	0.999	0	0	0	0.123	0.995	0.924	0.886	0	10	1.0	0.928474065605	0.926238588798	ob
P17342	P23582	10	20	9	0.917	0	0	0	0	0.39	0	0.87	0	10	0	0.230032500835	0.0151446123989	nob
P01033	P08254	16	18	30	0.993	0	0	0	0.072	0.901	0	0.929	0	10	0.282495623419	0	0.0151446123989	nob
P68431	Q14839	26	31	605	0.582	0	0	0	0.09	0.265	0.9	0.455	0	19	0.328698515619	0.459103544489	0.0151446123989	nob
O14746	P05534	19	26	66	0	0	0	0	0	0	0	0	0	9	0.335395490446	0.0277533610285	0.0151446123989	nob
Q09472	Q16665	25	17	753	0.978	0	0	0	0.081	0.454	0.9	0.626	0	10	0.505709671598	0.139730863604	0.522340763563	nob
Q7L576	Q92558	9	13	128	0.996	0	0	0	0.154	0.921	0.9	0.526	0	10	0	0	0.0151446123989	ob
P11532	Q14118	20	32	120	0.995	0	0	0	0.053	0.41	0.9	0.924	0	10	0.113159921338	0.815108141761	0.854917507142	nob
P15873	Q12306	22	31	385	0.998	0	0	0	0.153	0.931	0.9	0.71	0	10	0.0827251807243	0.330591069549	0.613470405258	ob
P0C2H6	P14120	12	24	177	0.999	0	0	0	0.987	0.935	0	0.567	0.061	10	0	0.612717700806	0	ob
P11362	Q8WU20	20	18	135	0.983	0	0	0	0	0.407	0.9	0.743	0	10	0	-0.0	0.301505855981	nob
P05106	P08514	12	15	58	0.999	0	0	0	0.257	0.901	0.9	0.968	0	10	0.675637797386	0.384088405278	0.750180418479	ob
P07014	P0AC44	27	28	6	0.999	0	0.505	0	0.657	0.987	0.677	0.254	0.865	14	0	0	-0.0	ob
O14980	O95149	11	35	1267	0.973	0	0	0	0.055	0.866	0	0.808	0	10	0	0.0277533610285	0	ob
P23724	P30657	20	17	93	0.999	0	0	0	0.955	0.997	0.952	0.394	0	12	1.0	0.834681815052	0	ob
P84243	Q96T88	27	14	202	0.98	0	0	0	0.122	0.8	0.9	0.004576	0	10	0.328698515619	0.459103544489	0.523996724343	nob
P20676	Q06142	32	19	277	0.999	0	0	0	0.269	0.991	0.604	0.94	0	10	0	0.565071939167	0.343695925118	nob
P13612	P26010	17	16	493	0.995	0	0	0	0.096	0.866	0.9	0.703	0	10	0	0.928474065605	0.0151446123989	ob
P40477	Q02647	18	21	77	0.961	0	0	0	0	0.928	0	0.49	0	10	0	0.565071939167	0	nob
